id,tot_ab,so_rate,walk_rate,avg,obp,slg,ops,ncaa,ccbl,inf,of,c,dh,pct_power5,position
600021,324,0.2777777777777778,0.1728395061728395,0.3055555555555556,0.5185185185185185,0.49382716049382713,1.0123456790123457,0.6450617283950617,0.3549382716049383,0,0,1,0,0,c
600394,343,0.3236151603498542,0.15743440233236153,0.27113702623906705,0.4868804664723032,0.36443148688046645,0.8513119533527697,0.6618075801749271,0.33819241982507287,1,0,0,0,0,inf
601027,177,0.3446327683615819,0.13559322033898305,0.2824858757062147,0.4350282485875706,0.3333333333333333,0.768361581920904,0.7796610169491526,0.22033898305084745,0,1,0,0,0.7796610169491526,of
601069,60,0.25,0.1,0.25,0.35,0.31666666666666665,0.6666666666666666,0,1,0,0,1,0,0,c
602460,84,0.4166666666666667,0.17857142857142858,0.17857142857142858,0.36904761904761907,0.2857142857142857,0.6547619047619048,0.5595238095238095,0.44047619047619047,0,0,1,0,0.5595238095238095,c
602938,270,0.2,0.14074074074074075,0.3074074074074074,0.4740740740740741,0.48148148148148145,0.9555555555555555,0.6037037037037037,0.3962962962962963,1,0,0,0,0.6037037037037037,inf
603415,125,0.184,0.112,0.296,0.416,0.368,0.784,0,1,0,1,0,0,0,of
603519,582,0.27491408934707906,0.12199312714776632,0.24914089347079038,0.3917525773195876,0.3487972508591065,0.7405498281786942,0.6597938144329897,0.3402061855670103,1,0,0,0,0.6597938144329897,inf
603547,208,0.2692307692307692,0.10096153846153846,0.2548076923076923,0.3798076923076923,0.40865384615384615,0.7884615384615384,0.33653846153846156,0.6634615384615384,0,0,1,0,0.33653846153846156,c
603568,227,0.29955947136563876,0.1145374449339207,0.3303964757709251,0.4669603524229075,0.6211453744493393,1.0881057268722467,1,0,1,0,0,0,0,inf
603876,212,0.28773584905660377,0.14150943396226415,0.33962264150943394,0.5188679245283019,0.6650943396226415,1.1839622641509435,1,0,0,1,0,0,0,of
604085,322,0.13664596273291926,0.046583850931677016,0.2950310559006211,0.36335403726708076,0.391304347826087,0.7546583850931677,0.717391304347826,0.2826086956521739,0,0,1,0,0.717391304347826,c
604381,260,0.1423076923076923,0.18461538461538463,0.22692307692307692,0.45,0.3,0.75,0.6846153846153846,0.3153846153846154,0,0,1,0,0.6846153846153846,c
604389,357,0.17366946778711484,0.13725490196078433,0.3697478991596639,0.5994397759103641,0.5602240896358543,1.1596638655462184,0.6078431372549019,0.39215686274509803,0,1,0,0,0,of
604738,124,0.3387096774193548,0.14516129032258066,0.25806451612903225,0.4274193548387097,0.45161290322580644,0.8790322580645161,0.532258064516129,0.46774193548387094,0,0,1,0,0.532258064516129,c
605058,64,0.234375,0.265625,0.40625,0.703125,0.578125,1.28125,0.9375,0.0625,1,0,0,0,0.9375,inf
605396,264,0.23863636363636365,0.15151515151515152,0.25,0.45454545454545453,0.38257575757575757,0.8371212121212122,0.7803030303030303,0.2196969696969697,0,1,0,0,0.7803030303030303,of
605442,356,0.19662921348314608,0.12078651685393259,0.2808988764044944,0.4241573033707865,0.35674157303370785,0.7808988764044944,0.5926966292134831,0.40730337078651685,0,0,1,0,0.5926966292134831,c
605788,277,0.23104693140794225,0.15162454873646208,0.2996389891696751,0.48736462093862815,0.4368231046931408,0.924187725631769,0.7472924187725631,0.2527075812274368,1,0,0,0,0.7472924187725631,inf
607386,319,0.23824451410658307,0.08463949843260188,0.23197492163009403,0.32601880877742945,0.322884012539185,0.6489028213166144,0.670846394984326,0.329153605015674,1,0,0,0,0.670846394984326,inf
607536,196,0.19387755102040816,0.061224489795918366,0.29081632653061223,0.3826530612244898,0.413265306122449,0.7959183673469388,1,0,0,1,0,0,0,of
607545,240,0.2708333333333333,0.14166666666666666,0.2708333333333333,0.425,0.43333333333333335,0.8583333333333334,0.6541666666666667,0.3458333333333333,0,1,0,0,0.6541666666666667,of
607858,277,0.18050541516245489,0.06498194945848375,0.296028880866426,0.3862815884476534,0.45126353790613716,0.8375451263537905,0.5992779783393501,0.4007220216606498,1,0,0,0,0,inf
607891,340,0.20588235294117646,0.12352941176470589,0.31470588235294117,0.4970588235294118,0.5235294117647059,1.0205882352941176,0.6617647058823529,0.3382352941176471,0,1,0,0,0,of
607928,417,0.23261390887290168,0.09592326139088729,0.27817745803357313,0.40047961630695444,0.3932853717026379,0.7937649880095923,0.5899280575539568,0.41007194244604317,1,0,0,0,0.5899280575539568,inf
608635,256,0.1875,0.1796875,0.2734375,0.46484375,0.359375,0.82421875,0.8046875,0.1953125,1,0,0,0,0.8046875,inf
609150,351,0.1908831908831909,0.07122507122507123,0.2905982905982906,0.38746438746438744,0.3646723646723647,0.7521367521367521,0.6666666666666666,0.3333333333333333,0,1,0,0,0.6666666666666666,of
609278,288,0.20833333333333334,0.052083333333333336,0.3090277777777778,0.3819444444444444,0.5347222222222222,0.9166666666666666,0.7256944444444444,0.2743055555555556,1,0,0,0,0,inf
609356,375,0.13066666666666665,0.11733333333333333,0.296,0.432,0.45866666666666667,0.8906666666666667,0.5733333333333334,0.4266666666666667,1,0,0,0,0.5733333333333334,inf
609474,206,0.24271844660194175,0.11650485436893204,0.27184466019417475,0.3932038834951456,0.4077669902912621,0.8009708737864077,0.3592233009708738,0.6407766990291263,0,0,1,0,0,c
609571,213,0.18779342723004694,0.15492957746478872,0.323943661971831,0.5258215962441315,0.5774647887323944,1.103286384976526,0.971830985915493,0.028169014084507043,0,0,1,0,0,c
609897,197,0.30456852791878175,0.10152284263959391,0.2893401015228426,0.41116751269035534,0.38578680203045684,0.7969543147208122,0.6345177664974619,0.36548223350253806,0.36548223350253806,0,0.6345177664974619,0,0.6345177664974619,c
610066,287,0.23693379790940766,0.20209059233449478,0.3240418118466899,0.5714285714285714,0.7317073170731707,1.3031358885017421,0.7177700348432056,0.28222996515679444,1,0,0,0,0.7177700348432056,inf
611243,152,0.2565789473684211,0.24342105263157895,0.23026315789473684,0.48026315789473684,0.3684210526315789,0.8486842105263157,0.8947368421052632,0.10526315789473684,1,0,0,0,0.8947368421052632,inf
612257,321,0.2367601246105919,0.08411214953271028,0.22741433021806853,0.3302180685358255,0.32398753894080995,0.6542056074766355,0.6947040498442367,0.3052959501557632,1,0,0,0,0,inf
612273,273,0.2600732600732601,0.11355311355311355,0.23809523809523808,0.3992673992673993,0.37362637362637363,0.7728937728937729,0.8315018315018315,0.1684981684981685,1,0,0,0,0,inf
612434,242,0.36363636363636365,0.1115702479338843,0.2768595041322314,0.4132231404958678,0.5041322314049587,0.9173553719008265,0.6818181818181818,0.3181818181818182,0,1,0,0,0.6818181818181818,of
613246,194,0.15463917525773196,0.09278350515463918,0.26804123711340205,0.37628865979381443,0.3402061855670103,0.7164948453608248,0.6185567010309279,0.38144329896907214,1,0,0,0,0.6185567010309279,inf
613323,51,0.2549019607843137,0.23529411764705882,0.21568627450980393,0.49019607843137253,0.29411764705882354,0.7843137254901961,1,0,1,0,0,0,0,inf
613336,219,0.2146118721461187,0.2694063926940639,0.2876712328767123,0.593607305936073,0.3378995433789954,0.9315068493150684,0.6986301369863014,0.3013698630136986,0,1,0,0,0,of
613638,285,0.17543859649122806,0.08771929824561403,0.3543859649122807,0.44912280701754387,0.5017543859649123,0.9508771929824562,0.6877192982456141,0.312280701754386,1,0,0,0,0,inf
615289,138,0.37681159420289856,0.18115942028985507,0.2318840579710145,0.4492753623188406,0.42028985507246375,0.8695652173913043,1,0,1,0,0,0,0,inf
616241,313,0.16613418530351437,0.10223642172523961,0.24281150159744408,0.3801916932907348,0.3769968051118211,0.7571884984025559,0.8083067092651757,0.19169329073482427,1,0,0,0,0,inf
616425,292,0.2773972602739726,0.13356164383561644,0.2568493150684932,0.410958904109589,0.4486301369863014,0.8595890410958904,0.5753424657534246,0.4246575342465753,0,1,0,0,0.5753424657534246,of
616531,222,0.42792792792792794,0.13963963963963963,0.21621621621621623,0.43243243243243246,0.42792792792792794,0.8603603603603605,0.8378378378378378,0.16216216216216217,0,0,1,0,0.8378378378378378,c
617330,218,0.1834862385321101,0.12385321100917432,0.29357798165137616,0.44036697247706424,0.44954128440366975,0.8899082568807339,1,0,0,0,0,1,1,dh
617609,301,0.26245847176079734,0.17940199335548174,0.26578073089701,0.45514950166112955,0.3754152823920266,0.8305647840531561,0.7873754152823921,0.21262458471760798,1,0,0,0,0.7873754152823921,inf
617717,189,0.1111111111111111,0.1746031746031746,0.38095238095238093,0.5873015873015873,0.455026455026455,1.0423280423280423,1,0,0,1,0,0,0,of
617746,140,0.35,0.05714285714285714,0.19285714285714287,0.2857142857142857,0.24285714285714285,0.5285714285714286,0.65,0.35,0,0,1,0,0.65,c
618288,281,0.15302491103202848,0.15658362989323843,0.33807829181494664,0.5088967971530249,0.505338078291815,1.0142348754448398,0.47330960854092524,0.5266903914590747,0,1,0,0,0.47330960854092524,of
618576,363,0.18732782369146006,0.1322314049586777,0.3140495867768595,0.46005509641873277,0.465564738292011,0.9256198347107438,0.559228650137741,0.44077134986225897,1,0,0,0,0.559228650137741,inf
619134,293,0.2150170648464164,0.10921501706484642,0.3174061433447099,0.4812286689419795,0.515358361774744,0.9965870307167235,0.8498293515358362,0.15017064846416384,1,0,0,0,0.8498293515358362,inf
619231,151,0.271523178807947,0.059602649006622516,0.2582781456953642,0.3443708609271523,0.33774834437086093,0.6821192052980132,0.5496688741721855,0.4503311258278146,1,0,0,0,0.5496688741721855,inf
619504,249,0.3132530120481928,0.1646586345381526,0.28112449799196787,0.4457831325301205,0.5582329317269076,1.0040160642570282,0.7831325301204819,0.21686746987951808,1,0,0,0,0,inf
619597,229,0.2314410480349345,0.14847161572052403,0.22707423580786026,0.4192139737991266,0.37554585152838427,0.7947598253275109,0.8777292576419214,0.1222707423580786,1,0,0,0,0,inf
619738,189,0.25925925925925924,0.10052910052910052,0.2857142857142857,0.43915343915343913,0.43915343915343913,0.8783068783068783,1,0,1,0,0,0,0,inf
620000,91,0.27472527472527475,0.07692307692307693,0.16483516483516483,0.26373626373626374,0.18681318681318682,0.45054945054945056,0,1,0,1,0,0,0,of
620071,260,0.36538461538461536,0.16153846153846155,0.2423076923076923,0.4307692307692308,0.38076923076923075,0.8115384615384615,0.5384615384615384,0.46153846153846156,0,1,0,0,0.5384615384615384,of
620344,360,0.2611111111111111,0.08055555555555556,0.2916666666666667,0.39166666666666666,0.49722222222222223,0.8888888888888888,0.5833333333333334,0.4166666666666667,0,1,0,0,0.5833333333333334,of
620489,318,0.25471698113207547,0.10062893081761007,0.27672955974842767,0.389937106918239,0.42138364779874216,0.8113207547169812,0.60062893081761,0.39937106918238996,0.39937106918238996,0.60062893081761,0,0,0.60062893081761,of
620520,286,0.25874125874125875,0.10139860139860139,0.3006993006993007,0.42657342657342656,0.46503496503496505,0.8916083916083917,0.6783216783216783,0.32167832167832167,0,0,1,0,0,c
620884,190,0.17894736842105263,0.15789473684210525,0.3157894736842105,0.4842105263157895,0.5105263157894737,0.9947368421052631,1,0,1,0,0,0,0,inf
621036,303,0.24092409240924093,0.0462046204620462,0.24422442244224424,0.30363036303630364,0.3795379537953795,0.6831683168316831,0.7161716171617162,0.2838283828382838,0.7161716171617162,0.2838283828382838,0,0,0.7161716171617162,inf
621801,189,0.08994708994708994,0.164021164021164,0.31216931216931215,0.5132275132275133,0.42857142857142855,0.9417989417989419,0.4708994708994709,0.5291005291005291,0,1,0,0,0,of
621864,548,0.25,0.16970802919708028,0.3083941605839416,0.5072992700729927,0.5346715328467153,1.0419708029197081,0.7773722627737226,0.22262773722627738,0,1,0,0,0,of
622321,333,0.1891891891891892,0.12012012012012012,0.25225225225225223,0.38738738738738737,0.35735735735735735,0.7447447447447447,0.7657657657657657,0.23423423423423423,0,1,0,0,0.7657657657657657,of
622456,90,0.34444444444444444,0.06666666666666667,0.23333333333333334,0.3111111111111111,0.3888888888888889,0.7,0.6111111111111112,0.3888888888888889,0,0,0,1,0.6111111111111112,dh
622483,373,0.22788203753351208,0.14209115281501342,0.30563002680965146,0.45576407506702415,0.48525469168900803,0.9410187667560321,0.6246648793565683,0.3753351206434316,1,0,0,0,0,inf
622661,206,0.14563106796116504,0.06796116504854369,0.30097087378640774,0.3737864077669903,0.42718446601941745,0.8009708737864077,0.4077669902912621,0.5922330097087378,1,0,0,0,0.4077669902912621,inf
623324,245,0.08979591836734693,0.08571428571428572,0.32653061224489793,0.4448979591836735,0.4530612244897959,0.8979591836734694,1,0,1,0,0,0,1,inf
623596,322,0.20186335403726707,0.046583850931677016,0.2826086956521739,0.3385093167701863,0.36335403726708076,0.7018633540372671,0.6894409937888198,0.3105590062111801,1,0,0,0,0,inf
625214,171,0.16374269005847952,0.19298245614035087,0.30409356725146197,0.5029239766081871,0.3684210526315789,0.871345029239766,0.7076023391812866,0.29239766081871343,0,1,0,0,0.7076023391812866,of
625665,173,0.23121387283236994,0.12716763005780346,0.24855491329479767,0.3930635838150289,0.31213872832369943,0.7052023121387283,0.6242774566473989,0.37572254335260113,0,1,0,0,0.6242774566473989,of
625969,171,0.2222222222222222,0.08771929824561403,0.29239766081871343,0.4093567251461988,0.38011695906432746,0.7894736842105263,1,0,1,0,0,0,0,inf
626275,120,0.4,0.15,0.21666666666666667,0.49166666666666664,0.3333333333333333,0.825,0.4583333333333333,0.5416666666666666,1,0,0,0,0,inf
626319,311,0.18006430868167203,0.11254019292604502,0.33440514469453375,0.45337620578778137,0.4887459807073955,0.9421221864951769,0.6752411575562701,0.3247588424437299,0,1,0,0,0.6752411575562701,of
626791,267,0.2209737827715356,0.11610486891385768,0.2883895131086142,0.43820224719101125,0.46441947565543074,0.9026217228464419,0.7116104868913857,0.2883895131086142,1,0,0,0,0.7116104868913857,inf
626931,363,0.22865013774104684,0.19008264462809918,0.3085399449035813,0.512396694214876,0.5013774104683195,1.0137741046831956,0.6694214876033058,0.3305785123966942,0,1,0,0,0.6694214876033058,of
626965,291,0.1718213058419244,0.09621993127147767,0.27491408934707906,0.3951890034364261,0.3848797250859107,0.7800687285223368,0.7491408934707904,0.2508591065292096,1,0,0,0,0,inf
627291,101,0.1485148514851485,0.039603960396039604,0.2871287128712871,0.32673267326732675,0.4158415841584158,0.7425742574257426,0,1,1,0,0,0,0,inf
627490,218,0.24311926605504589,0.1743119266055046,0.3165137614678899,0.5275229357798165,0.5045871559633027,1.0321100917431192,0.3165137614678899,0.6834862385321101,1,0,0,0,0,inf
627662,238,0.1722689075630252,0.1134453781512605,0.3067226890756303,0.42857142857142855,0.5882352941176471,1.0168067226890756,1,0,1,0,0,0,1,inf
627737,144,0.3194444444444444,0.18055555555555555,0.22916666666666666,0.4305555555555556,0.3611111111111111,0.7916666666666667,0.5902777777777778,0.4097222222222222,1,0,0,0,0.5902777777777778,inf
627937,295,0.2440677966101695,0.15932203389830507,0.25084745762711863,0.43050847457627117,0.3694915254237288,0.8,0.8440677966101695,0.15593220338983052,1,0,0,0,0.8440677966101695,inf
627965,189,0.30687830687830686,0.10052910052910052,0.2698412698412698,0.4021164021164021,0.31216931216931215,0.7142857142857142,1,0,1,0,0,0,0,inf
628338,91,0.2857142857142857,0.03296703296703297,0.18681318681318682,0.24175824175824176,0.2967032967032967,0.5384615384615384,0,1,0,0,1,0,0,c
630469,276,0.3804347826086957,0.20652173913043478,0.25,0.4601449275362319,0.5,0.9601449275362319,0.6630434782608695,0.33695652173913043,0,1,0,0,0.6630434782608695,of
631078,256,0.2265625,0.13671875,0.296875,0.50390625,0.51171875,1.015625,0.80859375,0.19140625,0,0,1,0,0,c
631370,162,0.35802469135802467,0.16666666666666666,0.25925925925925924,0.4506172839506173,0.35802469135802467,0.808641975308642,1,0,0,1,0,0,0,of
631603,164,0.11585365853658537,0.14634146341463414,0.3719512195121951,0.5182926829268293,0.5914634146341463,1.1097560975609757,1,0,1,0,0,0,0,inf
631881,134,0.2537313432835821,0.07462686567164178,0.2462686567164179,0.35074626865671643,0.3283582089552239,0.6791044776119404,0.5373134328358209,0.4626865671641791,0,0,1,0,0.5373134328358209,c
632215,188,0.11170212765957446,0.13297872340425532,0.3404255319148936,0.5531914893617021,0.44680851063829785,1,0.723404255319149,0.2765957446808511,0,0,1,0,0.723404255319149,c
632582,246,0.2682926829268293,0.13821138211382114,0.2967479674796748,0.45121951219512196,0.42276422764227645,0.8739837398373984,0.8780487804878049,0.12195121951219512,0,1,0,0,0.8780487804878049,of
632938,58,0.10344827586206896,0.13793103448275862,0.3793103448275862,0.5689655172413793,0.603448275862069,1.1724137931034484,1,0,1,0,0,0,0,inf
633603,338,0.21597633136094674,0.11538461538461539,0.3136094674556213,0.46745562130177515,0.4289940828402367,0.8964497041420119,0.5710059171597633,0.4289940828402367,0,1,0,0,0.5710059171597633,of
633752,72,0.2916666666666667,0.16666666666666666,0.25,0.4166666666666667,0.3194444444444444,0.7361111111111112,0,1,0,0,1,0,0,c
634206,141,0.2127659574468085,0.06382978723404255,0.24113475177304963,0.3262411347517731,0.3333333333333333,0.6595744680851063,1,0,1,0,0,0,0,inf
634427,95,0.2736842105263158,0.05263157894736842,0.23157894736842105,0.3157894736842105,0.28421052631578947,0.6,0,1,0,0,1,0,0,c
635572,354,0.1807909604519774,0.0903954802259887,0.2966101694915254,0.3954802259887006,0.4322033898305085,0.8276836158192091,0.652542372881356,0.3474576271186441,1,0,0,0,0.652542372881356,inf
635624,263,0.12167300380228137,0.1482889733840304,0.3916349809885932,0.5893536121673004,0.6387832699619772,1.2281368821292777,1,0,1,0,0,0,1,inf
635951,267,0.30711610486891383,0.13108614232209737,0.21722846441947566,0.3782771535580524,0.2808988764044944,0.6591760299625469,0.700374531835206,0.299625468164794,1,0,0,0,0,inf
636013,303,0.25742574257425743,0.0891089108910891,0.30033003300330036,0.4158415841584158,0.49504950495049505,0.9108910891089108,0.7392739273927392,0.2607260726072607,0,1,0,0,0,of
636758,272,0.23897058823529413,0.125,0.3088235294117647,0.4411764705882353,0.6102941176470589,1.0514705882352942,0.7426470588235294,0.25735294117647056,0,1,0,0,0,of
636860,316,0.2310126582278481,0.10126582278481013,0.2911392405063291,0.41455696202531644,0.4240506329113924,0.8386075949367089,0.689873417721519,0.310126582278481,0,1,0,0,0,of
638134,190,0.1631578947368421,0.1631578947368421,0.28421052631578947,0.5052631578947369,0.3894736842105263,0.8947368421052632,0.3736842105263158,0.6263157894736842,1,0,0,0,0,inf
639968,241,0.26141078838174275,0.0995850622406639,0.24481327800829875,0.3651452282157676,0.4107883817427386,0.7759336099585061,0.8506224066390041,0.14937759336099585,0,0,0.14937759336099585,0.8506224066390041,0,dh
640169,212,0.2169811320754717,0.1650943396226415,0.3018867924528302,0.5094339622641509,0.5613207547169812,1.0707547169811322,1,0,0,0,0,1,0,dh
640568,232,0.28879310344827586,0.11206896551724138,0.2672413793103448,0.4224137931034483,0.40086206896551724,0.8232758620689655,0.6767241379310345,0.3232758620689655,1,0,0,0,0.6767241379310345,inf
641107,74,0.13513513513513514,0.0945945945945946,0.35135135135135137,0.47297297297297297,0.44594594594594594,0.9189189189189189,1,0,1,0,0,0,0,inf
641597,292,0.08904109589041095,0.13356164383561644,0.3527397260273973,0.5034246575342466,0.523972602739726,1.0273972602739727,0.863013698630137,0.136986301369863,1,0,0,0,0,inf
641882,225,0.18222222222222223,0.1111111111111111,0.3244444444444444,0.48444444444444446,0.4577777777777778,0.9422222222222223,1,0,1,0,0,0,0,inf
641972,96,0.23958333333333334,0.11458333333333333,0.21875,0.34375,0.3229166666666667,0.6666666666666667,1,0,0,1,0,0,0,of
642049,217,0.2073732718894009,0.1336405529953917,0.2995391705069124,0.45622119815668205,0.423963133640553,0.8801843317972351,0.4792626728110599,0.5207373271889401,1,0,0,0,0,inf
642134,309,0.21035598705501618,0.08414239482200647,0.2783171521035599,0.37540453074433655,0.36245954692556637,0.7378640776699029,0.6310679611650486,0.36893203883495146,1,0,0,0,0,inf
642319,230,0.34782608695652173,0.11304347826086956,0.25217391304347825,0.4043478260869565,0.4043478260869565,0.808695652173913,0.717391304347826,0.2826086956521739,0,0,1,0,0.717391304347826,c
642499,304,0.19736842105263158,0.14473684210526316,0.3026315789473684,0.45723684210526316,0.4375,0.8947368421052632,0.6973684210526315,0.3026315789473684,0,0,1,0,0,c
643015,342,0.30116959064327486,0.10526315789473684,0.2046783625730994,0.34502923976608185,0.35964912280701755,0.7046783625730995,0.716374269005848,0.28362573099415206,1,0,0,0,0,inf
643135,330,0.21818181818181817,0.18787878787878787,0.2727272727272727,0.503030303030303,0.396969696969697,0.9,0.693939393939394,0.30606060606060603,0.346969696969697,0.6530303030303031,0,0,0,of
643360,205,0.13170731707317074,0.15609756097560976,0.32195121951219513,0.4926829268292683,0.5073170731707317,1,1,0,0,1,0,0,0,of
643602,113,0.2920353982300885,0.09734513274336283,0.25663716814159293,0.37168141592920356,0.3805309734513274,0.752212389380531,1,0,0,0,1,0,0,c
644180,180,0.2833333333333333,0.08333333333333333,0.24444444444444444,0.35,0.3611111111111111,0.711111111111111,0.4111111111111111,0.5888888888888889,1,0,0,0,0,inf
644192,365,0.21643835616438356,0.07671232876712329,0.3315068493150685,0.44931506849315067,0.5068493150684932,0.9561643835616438,0.5945205479452055,0.4054794520547945,0,1,0,0,0.5945205479452055,of
644442,291,0.18556701030927836,0.13058419243986255,0.281786941580756,0.422680412371134,0.38144329896907214,0.8041237113402062,0.8556701030927835,0.14432989690721648,1,0,0,0,0.8556701030927835,inf
644551,242,0.2190082644628099,0.09504132231404959,0.2768595041322314,0.39669421487603307,0.4793388429752066,0.8760330578512396,1,0,0,1,0,0,1,of
644785,203,0.13793103448275862,0.08866995073891626,0.21182266009852216,0.3054187192118227,0.3251231527093596,0.6305418719211823,1,0,0,1,0,0,1,of
645122,403,0.21339950372208435,0.14392059553349876,0.3176178660049628,0.47642679900744417,0.4441687344913151,0.9205955334987592,0.6129032258064516,0.3870967741935484,1,0,0,0,0,inf
645291,61,0.2459016393442623,0.14754098360655737,0.2459016393442623,0.4262295081967213,0.5245901639344263,0.9508196721311475,0.7213114754098361,0.2786885245901639,0,0,0,1,0.7213114754098361,dh
645846,209,0.24401913875598086,0.1339712918660287,0.33014354066985646,0.49760765550239233,0.6985645933014354,1.1961722488038278,1,0,0,0,1,0,0,c
645857,205,0.24390243902439024,0.12682926829268293,0.2146341463414634,0.35609756097560974,0.3463414634146341,0.7024390243902439,1,0,1,0,0,0,0,inf
646063,100,0.47,0.1,0.16,0.3,0.34,0.64,0.35,0.65,0,0,1,0,0.35,c
646169,308,0.2597402597402597,0.11363636363636363,0.29545454545454547,0.43506493506493504,0.44805194805194803,0.8831168831168831,0.7337662337662337,0.2662337662337662,1,0,0,0,0,inf
646187,358,0.17039106145251395,0.2569832402234637,0.3268156424581006,0.6256983240223464,0.49162011173184356,1.1173184357541899,0.6424581005586593,0.3575418994413408,1,0,0,0,0.6424581005586593,inf
646230,144,0.2638888888888889,0.13194444444444445,0.16666666666666666,0.3333333333333333,0.22916666666666666,0.5625,0.5902777777777778,0.4097222222222222,0.4097222222222222,0.5902777777777778,0,0,0.5902777777777778,of
646283,286,0.21328671328671328,0.08391608391608392,0.2937062937062937,0.4195804195804196,0.43006993006993005,0.8496503496503496,0.6363636363636364,0.36363636363636365,0,1,0,0,0.6363636363636364,of
646832,370,0.07567567567567568,0.11351351351351352,0.3081081081081081,0.45135135135135135,0.35405405405405405,0.8054054054054054,0.5945945945945946,0.40540540540540543,0,1,0,0,0.5945945945945946,of
647124,497,0.2454728370221328,0.14688128772635814,0.2655935613682093,0.4426559356136821,0.3983903420523139,0.8410462776659959,0.8008048289738431,0.19919517102615694,0,1,0,0,0,of
647229,324,0.1419753086419753,0.13580246913580246,0.3425925925925926,0.5030864197530864,0.45987654320987653,0.962962962962963,0.8333333333333334,0.16666666666666666,1,0,0,0,0.8333333333333334,inf
